"","participant_id","exp_stage","image","position","response"
"223","667f852207db0b23543d1ca2","main_trial_0","0056.jpg",11,"0"
"224","667f852207db0b23543d1ca2","main_trial_0","0057.jpg",12,"0"
"225","667f852207db0b23543d1ca2","main_trial_1","0034.jpg",1,"0"
"226","667f852207db0b23543d1ca2","main_trial_1","0537.jpg",2,"1"
"227","667f852207db0b23543d1ca2","main_trial_1","0683.jpg",3,"1"
"228","667f852207db0b23543d1ca2","main_trial_1","0001.jpg",4,"0"
"229","667f852207db0b23543d1ca2","main_trial_1","0995.jpg",5,"0"
"230","667f852207db0b23543d1ca2","main_trial_1","0737.jpg",6,"1"
"231","667f852207db0b23543d1ca2","main_trial_1","0496.jpg",7,"1"
"232","667f852207db0b23543d1ca2","main_trial_1","0547.jpg",8,"0"
"233","667f852207db0b23543d1ca2","main_trial_1","1050.jpg",9,"0"
"234","667f852207db0b23543d1ca2","main_trial_1","0457.jpg",10,"0"
"235","667f852207db0b23543d1ca2","main_trial_1","1073.jpg",11,"0"
"236","667f852207db0b23543d1ca2","main_trial_1","0738.jpg",12,"0"
"237","667f852207db0b23543d1ca2","main_trial_2","0594.jpg",1,"0"
"238","667f852207db0b23543d1ca2","main_trial_2","0635.jpg",2,"0"
"239","667f852207db0b23543d1ca2","main_trial_2","0048.jpg",3,"0"
"240","667f852207db0b23543d1ca2","main_trial_2","0619.jpg",4,"0"
"241","667f852207db0b23543d1ca2","main_trial_2","0902.jpg",5,"0"
"242","667f852207db0b23543d1ca2","main_trial_2","0253.jpg",6,"0"
"243","667f852207db0b23543d1ca2","main_trial_2","0571.jpg",7,"1"
"244","667f852207db0b23543d1ca2","main_trial_2","0812.jpg",8,"1"
"245","667f852207db0b23543d1ca2","main_trial_2","0288.jpg",9,"0"
"246","667f852207db0b23543d1ca2","main_trial_2","0848.jpg",10,"1"
"247","667f852207db0b23543d1ca2","main_trial_2","0564.jpg",11,"1"
"248","667f852207db0b23543d1ca2","main_trial_2","0270.jpg",12,"0"
"249","667f852207db0b23543d1ca2","main_trial_3","1037.jpg",1,"0"
"250","667f852207db0b23543d1ca2","main_trial_3","0282.jpg",2,"1"
"251","667f852207db0b23543d1ca2","main_trial_3","0161.jpg",3,"0"
"252","667f852207db0b23543d1ca2","main_trial_3","0877.jpg",4,"1"
"253","667f852207db0b23543d1ca2","main_trial_3","1014.jpg",5,"1"
"254","667f852207db0b23543d1ca2","main_trial_3","0188.jpg",6,"0"
"255","667f852207db0b23543d1ca2","main_trial_3","0177.jpg",7,"0"
"256","667f852207db0b23543d1ca2","main_trial_3","0342.jpg",8,"0"
"257","667f852207db0b23543d1ca2","main_trial_3","0751.jpg",9,"1"
"258","667f852207db0b23543d1ca2","main_trial_3","0476.jpg",10,"0"
"259","667f852207db0b23543d1ca2","main_trial_3","1024.jpg",12,"0"
"260","667f852207db0b23543d1ca2","main_trial_4","0329.jpg",1,"1"
"261","667f852207db0b23543d1ca2","main_trial_4","0556.jpg",2,"1"
"262","667f852207db0b23543d1ca2","main_trial_4","0918.jpg",3,"1"
"263","667f852207db0b23543d1ca2","main_trial_4","0596.jpg",4,"1"
"264","667f852207db0b23543d1ca2","main_trial_4","0729.jpg",5,"0"
"265","667f852207db0b23543d1ca2","main_trial_4","0691.jpg",6,"0"
"266","667f852207db0b23543d1ca2","main_trial_4","0573.jpg",7,"0"
"267","667f852207db0b23543d1ca2","main_trial_4","0539.jpg",8,"0"
"268","667f852207db0b23543d1ca2","main_trial_4","0659.jpg",9,"0"
"269","667f852207db0b23543d1ca2","main_trial_4","0198.jpg",10,"0"
"270","667f852207db0b23543d1ca2","main_trial_4","0044.jpg",11,"0"
"271","667f852207db0b23543d1ca2","main_trial_4","0986.jpg",12,"0"
"272","667f852207db0b23543d1ca2","main_trial_5","0839.jpg",1,"1"
"273","667f852207db0b23543d1ca2","main_trial_5","0628.jpg",2,"0"
"274","667f852207db0b23543d1ca2","main_trial_5","0023.jpg",3,"0"
"275","667f852207db0b23543d1ca2","main_trial_5","0561.jpg",4,"0"
"276","667f852207db0b23543d1ca2","main_trial_5","0473.jpg",5,"1"
"277","667f852207db0b23543d1ca2","main_trial_5","0106.jpg",6,"0"
"278","667f852207db0b23543d1ca2","main_trial_5","0933.jpg",7,"0"
"279","667f852207db0b23543d1ca2","main_trial_5","0076.jpg",8,"0"
"280","667f852207db0b23543d1ca2","main_trial_5","0698.jpg",9,"0"
"281","667f852207db0b23543d1ca2","main_trial_5","0360.jpg",10,"1"
"282","667f852207db0b23543d1ca2","main_trial_5","0276.jpg",11,"0"
"283","667f852207db0b23543d1ca2","main_trial_5","0682.jpg",12,"1"
"284","667f852207db0b23543d1ca2","main_trial_6","0354.jpg",1,"1"
"285","667f852207db0b23543d1ca2","main_trial_6","0634.jpg",2,"1"
"286","667f852207db0b23543d1ca2","main_trial_6","0471.jpg",4,"0"
"287","667f852207db0b23543d1ca2","main_trial_6","0411.jpg",5,"0"
"288","667f852207db0b23543d1ca2","main_trial_6","0494.jpg",6,"1"
"289","667f852207db0b23543d1ca2","main_trial_6","0095.jpg",7,"0"
"290","667f852207db0b23543d1ca2","main_trial_6","0012.jpg",8,"0"
"291","667f852207db0b23543d1ca2","main_trial_6","0225.jpg",9,"0"
"292","667f852207db0b23543d1ca2","main_trial_6","0097.jpg",10,"0"
"293","667f852207db0b23543d1ca2","main_trial_6","0462.jpg",11,"1"
"294","667f852207db0b23543d1ca2","main_trial_6","0054.jpg",12,"0"
"295","667f852207db0b23543d1ca2","main_trial_7","0357.jpg",1,"0"
"296","667f852207db0b23543d1ca2","main_trial_7","0820.jpg",2,"0"
"297","667f852207db0b23543d1ca2","main_trial_7","0688.jpg",3,"1"
"298","667f852207db0b23543d1ca2","main_trial_7","1055.jpg",4,"0"
"299","667f852207db0b23543d1ca2","main_trial_7","0330.jpg",5,"0"
"300","667f852207db0b23543d1ca2","main_trial_7","0617.jpg",6,"0"
"301","667f852207db0b23543d1ca2","main_trial_7","0297.jpg",7,"1"
"302","667f852207db0b23543d1ca2","main_trial_7","0615.jpg",8,"0"
"303","667f852207db0b23543d1ca2","main_trial_7","0790.jpg",9,"1"
"304","667f852207db0b23543d1ca2","main_trial_7","0598.jpg",10,"0"
"305","667f852207db0b23543d1ca2","main_trial_7","0274.jpg",11,"1"
"306","667f852207db0b23543d1ca2","main_trial_7","0730.jpg",12,"0"
"307","667f852207db0b23543d1ca2","main_trial_8","1004.jpg",1,"0"
"308","667f852207db0b23543d1ca2","main_trial_8","0791.jpg",2,"1"
"309","667f852207db0b23543d1ca2","main_trial_8","1080.jpg",3,"1"
"310","667f852207db0b23543d1ca2","main_trial_8","0124.jpg",4,"0"
"311","667f852207db0b23543d1ca2","main_trial_8","0956.jpg",5,"0"
"312","667f852207db0b23543d1ca2","main_trial_8","0098.jpg",6,"0"
"313","667f852207db0b23543d1ca2","main_trial_8","0416.jpg",7,"0"
"314","667f852207db0b23543d1ca2","main_trial_8","0200.jpg",8,"0"
"315","667f852207db0b23543d1ca2","main_trial_8","0519.jpg",9,"0"
"316","667f852207db0b23543d1ca2","main_trial_8","0849.jpg",10,"1"
"317","667f852207db0b23543d1ca2","main_trial_8","0083.jpg",11,"0"
"318","667f852207db0b23543d1ca2","main_trial_8","0981.jpg",12,"1"
"319","65c77b00ea091a0562445f2b","main_trial_0","1061.jpg",1,"0"
"320","65c77b00ea091a0562445f2b","main_trial_0","0547.jpg",2,"0"
"321","65c77b00ea091a0562445f2b","main_trial_0","0431.jpg",3,"1"
"322","65c77b00ea091a0562445f2b","main_trial_0","0096.jpg",4,"0"
"323","65c77b00ea091a0562445f2b","main_trial_0","0773.jpg",5,"0"
"324","65c77b00ea091a0562445f2b","main_trial_0","0169.jpg",6,"0"
"325","65c77b00ea091a0562445f2b","main_trial_0","0796.jpg",7,"1"
"326","65c77b00ea091a0562445f2b","main_trial_0","0643.jpg",8,"0"
"327","65c77b00ea091a0562445f2b","main_trial_0","1042.jpg",9,"1"
"328","65c77b00ea091a0562445f2b","main_trial_0","0552.jpg",10,"1"
"329","65c77b00ea091a0562445f2b","main_trial_0","0060.jpg",11,"0"
"330","65c77b00ea091a0562445f2b","main_trial_0","0519.jpg",12,"0"
"331","65c77b00ea091a0562445f2b","main_trial_1","0473.jpg",1,"1"
"332","65c77b00ea091a0562445f2b","main_trial_1","0342.jpg",2,"0"
"333","65c77b00ea091a0562445f2b","main_trial_1","0310.jpg",3,"0"
"334","65c77b00ea091a0562445f2b","main_trial_1","0373.jpg",4,"0"
"335","65c77b00ea091a0562445f2b","main_trial_1","0233.jpg",5,"0"
"336","65c77b00ea091a0562445f2b","main_trial_1","0837.jpg",6,"1"
"337","65c77b00ea091a0562445f2b","main_trial_1","1015.jpg",7,"0"
"338","65c77b00ea091a0562445f2b","main_trial_1","0595.jpg",8,"0"
"339","65c77b00ea091a0562445f2b","main_trial_1","0424.jpg",9,"1"
"340","65c77b00ea091a0562445f2b","main_trial_1","0935.jpg",10,"0"
"341","65c77b00ea091a0562445f2b","main_trial_1","0141.jpg",11,"0"
"342","65c77b00ea091a0562445f2b","main_trial_1","0579.jpg",12,"1"
"343","65c77b00ea091a0562445f2b","main_trial_2","0506.jpg",1,"1"
"344","65c77b00ea091a0562445f2b","main_trial_2","0618.jpg",2,"0"
"345","65c77b00ea091a0562445f2b","main_trial_2","0202.jpg",3,"0"
"346","65c77b00ea091a0562445f2b","main_trial_2","1064.jpg",4,"1"
"347","65c77b00ea091a0562445f2b","main_trial_2","0055.jpg",5,"0"
"348","65c77b00ea091a0562445f2b","main_trial_2","0466.jpg",6,"0"
"349","65c77b00ea091a0562445f2b","main_trial_2","0658.jpg",7,"1"
"350","65c77b00ea091a0562445f2b","main_trial_2","0726.jpg",8,"0"
"351","65c77b00ea091a0562445f2b","main_trial_2","0820.jpg",9,"0"
"352","65c77b00ea091a0562445f2b","main_trial_2","0814.jpg",10,"1"
"353","65c77b00ea091a0562445f2b","main_trial_2","0094.jpg",11,"0"
"354","65c77b00ea091a0562445f2b","main_trial_2","0332.jpg",12,"0"
"355","65c77b00ea091a0562445f2b","main_trial_3","0279.jpg",1,"1"
"356","65c77b00ea091a0562445f2b","main_trial_3","0817.jpg",2,"1"
"357","65c77b00ea091a0562445f2b","main_trial_3","0990.jpg",3,"0"
"358","65c77b00ea091a0562445f2b","main_trial_3","1013.jpg",4,"0"
"359","65c77b00ea091a0562445f2b","main_trial_3","0911.jpg",5,"1"
"360","65c77b00ea091a0562445f2b","main_trial_3","0049.jpg",6,"0"
"361","65c77b00ea091a0562445f2b","main_trial_3","0418.jpg",7,"1"
"362","65c77b00ea091a0562445f2b","main_trial_3","0105.jpg",8,"0"
